scientific_name,longitude_coordinate,latitude_coordinate,state
Albizia julibrissin,-76.68404396,39.34444952,Maryland
Quercus imbricaria,-76.67387162,39.34792545,Maryland
Broussonetia papyrifera,-76.66962366,39.3497327,Maryland
Corylus colurna,-76.6940023,39.35388532,Maryland
Fagus grandifolia,-76.69321048,39.34333205,Maryland
Catalpa speciosa,-76.67552802,39.34776142,Maryland
Maclura pomifera,-76.66875923,39.34666461,Maryland
Aesculus hippocastanum,-76.66702597,39.3487783,Maryland
Abies fraseri,-76.66104014,39.34691114,Maryland
Quercus falcata,-76.69441347,39.35480703,Maryland
Prunus subhirtella,-76.68609832,39.35032907,Maryland
Hydrangea,-76.67542825,39.34472414,Maryland
Ilex opaca,-76.66826367,39.34654219,Maryland
Crataegus phaenopyrum,-76.69475732,39.35508121,Maryland
Acer buergerianum,-76.68699616,39.35629017,Maryland
Carpinus betulus,-76.68482251,39.35744885,Maryland
Acer nigrum,-76.67643465,39.34041298,Maryland
Pyrus communis,-76.67483031,39.3436007,Maryland
Photinia fraseri,-76.67296858,39.34066365,Maryland
Magnolia,-76.69147096,39.35895334,Maryland
Prunus americana,-76.67839896,39.34787525,Maryland
Ulmus carpinifolia,-76.67193496,39.33069637,Maryland
Paulownia tomentosa,-76.65740546,39.33883011,Maryland
Gymnocladus dioicus,-76.67845353,39.32604857,Maryland
Prunus cerasifera,-76.65791895,39.33886975,Maryland
Juglans cinerea,-76.6653982,39.34465344,Maryland
Fraxinus quadrangulata,-76.66067489,39.34190886,Maryland
Crataegus,-76.69495365,39.35521142,Maryland
Carya ovata,-76.67787338,39.36007548,Maryland
Cornus mas,-76.67923386,39.35962047,Maryland
Quercus stellata,-76.6602266,39.34277617,Maryland
Euonymus,-76.70213837,39.3547473,Maryland
Cotinus coggygria,-76.67815229,39.35547979,Maryland
Chionanthus virginicus,-76.67310611,39.34687563,Maryland
Parrotia persica,-76.67469428,39.34623231,Maryland
Magnolia virginiana,-76.67314272,39.34671425,Maryland
Quercus lyrata,-76.67591228,39.33997897,Maryland
Quercus coccinea,-76.67337252,39.33012109,Maryland
Pistacia chinensis,-76.67627527,39.3262256,Maryland
Carya illinoinensis,-76.66918604,39.34042693,Maryland
Pinus echinata,-76.67377816,39.34183939,Maryland
Amelanchier arborea,-76.6661247,39.33749648,Maryland
Quercus robur,-76.66941958,39.32352655,Maryland
Cryptomeria japonica,-76.71032465,39.32912888,Maryland
Aesculus glabra,-76.6689582,39.32879836,Maryland
Populus deltoides,-76.67491515,39.33682592,Maryland
Castanea mollissima,-76.70036319,39.33860456,Maryland
Carya tomentosa,-76.67816541,39.36047483,Maryland
Quercus velutina,-76.67890613,39.36034531,Maryland
Cedrus atlantica,-76.66190024,39.32147514,Maryland
Catalpa bignonioides,-76.6909907,39.33280788,Maryland
Ilex aquifolium,-76.7105473,39.32407174,Maryland
Physocarpus opulifolius,-76.67265182,39.36869148,Maryland
Hibiscus syriacus,-76.67264826,39.36865344,Maryland
Populus nigra,-76.69086544,39.32339295,Maryland
Prunus avium,-76.70624417,39.32599445,Maryland
Ulmus thomasi,-76.67214671,39.36326396,Maryland
Chamaecyparis obtusa,-76.6674382,39.37000353,Maryland
Chamaecyparis nootkatensis,-76.70977132,39.30342763,Maryland
Quercus,-76.65963831,39.35047481,Maryland
Cupressus arizonica,-76.70966436,39.30345798,Maryland
Taxodium distichum,-76.67739432,39.36921881,Maryland
Salix matsudana,-76.6419472,39.34808947,Maryland
Syringa pekinensis,-76.64059844,39.34363227,Maryland
Crataegus crusgalli,-76.63345505,39.3275486,Maryland
Crataegus mollis,-76.64464204,39.34585696,Maryland
Prunus persica,-76.62159364,39.31905518,Maryland
Salix nigra,-76.62156988,39.32009738,Maryland
Salix babylonica,-76.64924279,39.36773622,Maryland
Cercidiphyllum japonicum,-76.64425757,39.33890398,Maryland
Pinus taeda,-76.64037374,39.3404634,Maryland
Fraxinus nigra,-76.65153457,39.37027021,Maryland
Picea,-76.65148092,39.3705404,Maryland
Cornus,-76.64732281,39.33434614,Maryland
Hamamelis virginiana,-76.66868303,39.36492514,Maryland
Asimina triloba,-76.66846484,39.36520297,Maryland
Ilex L.,-76.6513851,39.37112785,Maryland
Betula papyrifera,-76.65159902,39.37140401,Maryland
Styrax japonicus,-76.62949589,39.32933742,Maryland
Populus alba,-76.63694932,39.3417342,Maryland
Cedrus deodara,-76.66406484,39.3668727,Maryland
Aesculus flava,-76.66419224,39.36695391,Maryland
Cornus alternifolia,-76.69758745,39.3275995,Maryland
Fagus sylvatica,-76.69786186,39.32786059,Maryland
Pinus resinosa,-76.62574185,39.33491458,Maryland
Chamaecyparis,-76.63451285,39.33422475,Maryland
Ligustrum lucidum,-76.66375,39.3590907,Maryland
Larix laricina,-76.70099038,39.30869666,Maryland
Quercus montana,-76.70095424,39.30879264,Maryland
Quercus michauxii,-76.70105248,39.30902528,Maryland
Magnolia tripetala,-76.69907785,39.30657534,Maryland
Styrax americanus,-76.70070473,39.30523252,Maryland
Rhododendron,-76.70082351,39.30703716,Maryland
Maackia amurensis,-76.6253887,39.32470811,Maryland
Zelkova sinica,-76.65419363,39.3608674,Maryland
Larix decidua,-76.62988809,39.32694099,Maryland
Quercus laevis,-76.62721249,39.32624521,Maryland
Tilia mongolica,-76.61772061,39.30159597,Maryland
Tilia europaea,-76.70049173,39.30548719,Maryland
Magnolia macrophylla,-76.70031294,39.30483134,Maryland
Diospyros kaki,-76.61746191,39.30691062,Maryland
Elaeagnus umbellata,-76.61998105,39.30484204,Maryland
Pinus palustris,-76.5988019,39.29414274,Maryland
Malus angustifolia,-76.62843257,39.29739059,Maryland
Quercus nigra,-76.59388616,39.29277838,Maryland
Ilex glabra,-76.61504009,39.29563023,Maryland
Populus grandidentata,-76.53651554,39.20929862,Maryland
Celtis laevigata,-76.58958449,39.22187935,Maryland
Lonicera,-76.60819999,39.29219303,Maryland
Quercus ellipsoidalis,-76.62786344,39.28990164,Maryland
Carya laciniosa,-76.64379177,39.31811205,Maryland
Tetradium daniellii,-76.63375189,39.32044376,Maryland
Thuja plicata,-76.65432393,39.32273126,Maryland
Zanthoxylum americanum,-76.65475369,39.32297751,Maryland
Acer griseum,-76.58742293,39.29026392,Maryland
Ilex myrtifolia,-76.59222641,39.28256195,Maryland
Ilex crenata,-76.63617327,39.34432508,Maryland
Ilex,-76.63841526,39.34822139,Maryland
Photinia serrulata,-76.6151506,39.36031071,Maryland
Magnolia acuminata,-76.61293261,39.23541079,Maryland
Pinus thunbergii,-76.61242804,39.35804679,Maryland
Aesculus pavia,-76.62124618,39.35346449,Maryland
Chamaecyparis lawsoniana,-76.61766092,39.35379494,Maryland
Lagerstroemia speciosa,-76.5865201,39.35927199,Maryland
Acer truncatum,-76.61826576,39.36077995,Maryland
Liquidambar orientalis,-76.61505298,39.34560896,Maryland
Rhus typhina,-76.59606412,39.22728509,Maryland
Alnus glutinosa,-76.596554,39.22647744,Maryland
Alnus incana,-76.59480653,39.22683264,Maryland
Populus tremuloides,-76.5948711,39.22728232,Maryland
Viburnum lentago,-76.64214793,39.35568622,Maryland
Ficus,-76.6128529,39.36410322,Maryland
Betula populifolia,-76.63780542,39.3505159,Maryland
Quercus muehlenbergii,-76.64342197,39.35420341,Maryland
Castanea dentata,-76.63583133,39.34428605,Maryland
Carya,-76.63594435,39.34635545,Maryland
Ulmus alata,-76.62785711,39.24638568,Maryland
Salix,-76.59128075,39.27062039,Maryland
Abies concolor,-76.60916163,39.27969571,Maryland
Quercus marilandica,-76.64221501,39.25441952,Maryland
Cornus racemosa,-76.64098287,39.32117425,Maryland
Eucommia ulmoides,-76.58603747,39.29300993,Maryland
Rhamnus cathartica,-76.58529894,39.29195861,Maryland
Prunus caroliniana,-76.61065582,39.26934139,Maryland
Musa acuminata,-76.61231941,39.28032626,Maryland
Vitex agnus-castus,-76.6066583,39.27119696,Maryland
Rhus,-76.63496698,39.27638501,Maryland
Quercus laurifolia,-76.60883435,39.26985608,Maryland
Abies balsamea,-76.5858872,39.32027601,Maryland
Pinus wallichiana,-76.58644865,39.32019861,Maryland
Pinus densiflora,-76.58909391,39.32771321,Maryland
Ilex verticillata,-76.58392875,39.28999269,Maryland
Aesculus parviflora,-76.58312833,39.32075997,Maryland
Pinus parviflora,-76.58277808,39.31986365,Maryland
Rhus copallinum,-76.58252971,39.32007326,Maryland
Betula lenta,-76.58255444,39.32071075,Maryland
Corylus americana,-76.6062094,39.32450549,Maryland
Quercus texana,-76.60608197,39.32463726,Maryland
Halesia tetraptera,-76.5874482,39.32035726,Maryland
Fraxinus tomentosa,-76.57002081,39.3257159,Maryland
Pinus serotina,-76.58255936,39.29153421,Maryland
Cephalanthus occidentalis,-76.55491702,39.31856867,Maryland
Rhus glabra,-76.55515374,39.31914209,Maryland
Juglans regia,-76.56642404,39.34869161,Maryland
Viburnum rufidulum,-76.62682477,39.33983597,Maryland
Acer miyabei,-76.58339705,39.29210186,Maryland
Acer,-76.5672425,39.28616143,Maryland
Sorbus aucuparia,-76.53950146,39.35025528,Maryland
Picea omorika,-76.59702582,39.3134855,Maryland
Betula pendula,-76.57183802,39.31996045,Maryland
Populus,-76.57061495,39.32168177,Maryland
Prunus armeniaca,-76.55050576,39.28327598,Maryland
Picea orientalis,-76.55138638,39.28526381,Maryland
Prunus virginiana,-76.54386516,39.28829249,Maryland
Cupressus sempervirens,-76.53771062,39.29036743,Maryland
Myrica cerifera,-76.53517762,39.30659318,Maryland
Prunus campanulata,-76.53794198,39.32293411,Maryland
Prunus sargentii,-76.61469531,39.32395999,Maryland
Quercus virginiana,-76.61559679,39.31632157,Maryland
Betula platyphylla,-76.62827193,39.30869972,Maryland
Quercus ilicifolia,-76.69556879,39.30264421,Maryland
Liquidambar formosana,-76.64478157,39.30754629,Maryland
Sorbus alnifolia,-76.60689912,39.3341021,Maryland
Hovenia dulcis,-76.6607777,39.29964758,Maryland
Quercus pagoda,-76.65736345,39.35117559,Maryland
Pseudolarix amabilis,-76.65578218,39.35283646,Maryland
Pinus sabiniana,-76.65434747,39.35247529,Maryland
Buxus sempervirens,-76.65291482,39.35347637,Maryland
Abies nordmanniana,-76.65314553,39.35337364,Maryland
Hamamelis intermedia,-76.65268144,39.35455069,Maryland
Acer mandshuricum,-76.65358623,39.35169765,Maryland
Viburnum prunifolium,-76.65486561,39.35172102,Maryland
Acer triflorum,-76.65401179,39.3519918,Maryland
Acer diabolicum,-76.65336479,39.35155111,Maryland
Acer monspessulanum,-76.65386656,39.35190101,Maryland
Cotinus obovatus,-76.65457722,39.35198543,Maryland
Oxydendrum arboreum,-76.65320515,39.35202976,Maryland
Cunninghamia lanceolata,-76.6531794,39.35226072,Maryland
Osmanthus heterophyllus,-76.65278189,39.35373238,Maryland
Taxus cuspidata,-76.65123315,39.35388271,Maryland
Pinus peuce,-76.65118101,39.35358552,Maryland
Pinus bungeana,-76.65146846,39.3535903,Maryland
Firmiana simplex,-76.65356264,39.35356108,Maryland
Magnolia sprengeri,-76.65203962,39.35420342,Maryland
Pinus rigida,-76.65131792,39.35304629,Maryland
Pinus koraiensis,-76.65127308,39.35363496,Maryland
Kalopanax pictus,-76.65335823,39.35338519,Maryland
Zanthoxylum piperitum,-76.6526085,39.35265522,Maryland
Cedrus libani,-76.65276251,39.35186548,Maryland
Prunus incam,-76.65269501,39.35255169,Maryland
Malus sargentii,-76.65276917,39.35224586,Maryland
Aesculus neglecta,-76.65255597,39.35247762,Maryland
Malus transitoria,-76.65269977,39.3520331,Maryland
Taxodium ascendens,-76.65245401,39.35237568,Maryland
Idesia polycarpa,-76.65292469,39.35253337,Maryland
Xanthocyparis nootkatensis,-76.6520822,39.35321785,Maryland
Abies firma,-76.65292477,39.351741,Maryland
Abies homolepis,-76.65296407,39.35180961,Maryland
Xanthoceras sorbifolium,-76.65195139,39.3522379,Maryland
Calocedrus decurrens,-76.65368661,39.35354848,Maryland
Chionanthus retusus,-76.65287319,39.35260266,Maryland
Symplocos paniculata,-76.65324322,39.35347196,Maryland
Quercus prinoides,-76.58213425,39.32427823,Maryland
Sambucus canadensis,-76.68681371,39.3093187,Maryland
Quercus,-106.6550372,35.13927167,New Mexico
Fraxinus,-106.5811272,35.05217585,New Mexico
Pinus sylvestris,-106.5750558,35.05245023,New Mexico
Gleditsia triacanthos,-106.7165393,35.14963169,New Mexico
Ulmus,-106.7164405,35.15012146,New Mexico
Ulmus parvifolia,-106.7161276,35.14963007,New Mexico
Sorbus,-106.5882217,35.18844779,New Mexico
Elaeagnus angustifolia,-106.6946815,35.15912371,New Mexico
Ulmus pumila,-106.6313876,35.07497921,New Mexico
Juniperus virginiana,-106.6313766,35.07603584,New Mexico
Ginkgo biloba,-106.5807131,35.1259072,New Mexico
Platanus acerifolia,-106.5813853,35.09883441,New Mexico
Pistacia chinensis,-106.5817139,35.09990586,New Mexico
Acer negundo,-106.5817206,35.09985319,New Mexico
Malus,-106.5817729,35.09990367,New Mexico
Pinus nigra,-106.5421285,35.1236502,New Mexico
Pinus thunbergii,-106.5293913,35.14871613,New Mexico
Tilia,-106.6103411,35.06992689,New Mexico
Cedrus atlantica,-106.5231612,35.13576956,New Mexico
Tilia cordata,-106.5237071,35.13606075,New Mexico
Quercus macrocarpa,-106.7079185,35.11558371,New Mexico
Quercus buckleyi,-106.7088854,35.11569889,New Mexico
Pinus,-106.7087641,35.11592762,New Mexico
Ailanthus altissima,-106.7085837,35.11599893,New Mexico
Populus deltoides,-106.7085072,35.11575484,New Mexico
Fraxinus americana,-106.708351,35.11548881,New Mexico
Fraxinus velutina,-106.7084341,35.11524912,New Mexico
Pyrus,-106.7130724,35.10875341,New Mexico
Chilopsis linearis,-106.7133728,35.10925149,New Mexico
Fraxinus pennsylvanica,-106.7132413,35.1093804,New Mexico
Pinus ponderosa,-106.5627687,35.16495413,New Mexico
Prunus,-106.5616845,35.16579777,New Mexico
Cercis canadensis,-106.5627781,35.16537404,New Mexico
Salix matsudana,-106.5626098,35.16541186,New Mexico
Picea pungens,-106.5628968,35.16547709,New Mexico
Platanus wrightii,-106.5627681,35.16582244,New Mexico
Quercus muehlenbergii,-106.5629055,35.16569526,New Mexico
Cupressus arizonica,-106.6813184,35.18366447,New Mexico
Ulmus americana,-106.5995318,35.12039562,New Mexico
Juniperus,-106.6819642,35.18384605,New Mexico
Chitalpa tashkentensis,-106.6819695,35.18357295,New Mexico
Pinus pinea,-106.7065848,35.15097229,New Mexico
Pinus flexilis,-106.7064312,35.15106659,New Mexico
Pyrus calleryana,-106.706167,35.15031436,New Mexico
Cedrus deodara,-106.57772,35.11415374,New Mexico
Koelreuteria paniculata,-106.5778052,35.1138888,New Mexico
Celtis reticulata,-106.5778998,35.11366007,New Mexico
Styphnolobium japonicum,-106.5780433,35.11282083,New Mexico
Catalpa,-106.5776496,35.11295851,New Mexico
Robinia pseudoacacia,-106.5776939,35.11430732,New Mexico
Acer,-106.5374976,35.11187681,New Mexico
Morus,-106.5367144,35.11257838,New Mexico
Fraxinus oxycarpa,-106.5376606,35.11179563,New Mexico
Celtis occidentalis,-106.5379952,35.11198816,New Mexico
Malus domestica,-106.5380877,35.11230631,New Mexico
Sambucus,-106.5379804,35.11183512,New Mexico
Prunus cerasifera,-106.5729967,35.05410414,New Mexico
Quercus robur,-106.7151685,35.05591336,New Mexico
Picea,-106.6411469,35.10169651,New Mexico
Albizia julibrissin,-106.5009103,35.07456479,New Mexico
Ulmus crassifolia,-106.6321525,35.07644495,New Mexico
Quercus shumardii,-106.6953471,35.1585959,New Mexico
Acer grandidentatum,-106.5273301,35.15041634,New Mexico
Pinus edulis,-106.4898911,35.15130125,New Mexico
Metasequoia glyptostroboides,-106.6620514,35.09088013,New Mexico
Gymnocladus dioicus,-106.6118773,35.16374924,New Mexico
Prunus virginiana,-106.6109372,35.16322463,New Mexico
Robinia neomexicana,-106.6619774,35.09075243,New Mexico
Maclura pomifera,-106.6614801,35.09050583,New Mexico
Populus sargentii,-106.6670528,35.09758775,New Mexico
Juniperus scopulorum,-106.6657207,35.09615697,New Mexico
Populus fremontii,-106.6668073,35.09644402,New Mexico
Lagerstroemia,-106.6479421,35.06423962,New Mexico
Acer ginnala,-106.6475397,35.06434884,New Mexico
Prunus armeniaca,-106.6508807,35.09537767,New Mexico
Juniperus monosperma,-106.6081629,35.07715388,New Mexico
Vitex agnus-castus,-106.559487,35.06906389,New Mexico
Pinus eldarica,-106.7433449,35.04567161,New Mexico
Ulmus davidiana,-106.7205397,35.04844908,New Mexico
