scientific_name,longitude_coordinate,latitude_coordinate,state
Araucaria columnaris,-122.4276552,37.73593943,California
Populus,-122.4003911,37.78275042,California
Populus tremuloides,-122.404329,37.80037467,California
Dracaena draco,-122.4189076,37.74905416,California
Quercus frainetto,-122.5071643,37.77344628,California
Brachychiton populneus,-122.3960269,37.71792755,California
Prunus subhirtella,-122.5002621,37.77286452,California
Quercus virginiana,-122.3875361,37.76938676,California
Taxodium mucronatum,-122.4261132,37.71841743,California
Nyssa sylvatica,-122.4649448,37.74799268,California
Platanus racemosa,-122.4219117,37.76406706,California
Eucalyptus gunnii,-122.3833698,37.75452101,California
Phoenix reclinata,-122.411425,37.76410822,California
Magnolia champaca,-122.4300582,37.7680348,California
Ilex,-122.4768015,37.73934339,California
Moringa oleifera,-122.4104867,37.7407646,California
Pinus coulteri,-122.4038339,37.75835912,California
Acca sellowiana,-122.473167,37.75181236,California
Nerium oleander,-122.3931918,37.75962837,California
Cotinus coggygria,-122.428944,37.73501149,California
Prunus persica,-122.4467311,37.79547782,California
Brachychiton acerifolius,-122.4029968,37.76008811,California
Eucalyptus melliodora,-122.3940376,37.76786285,California
Koelreuteria bipinnata,-122.4187608,37.73649296,California
Salix,-122.3768107,37.74013924,California
Prunus serrula,-122.4453784,37.76606556,California
Eucalyptus robusta,-122.3965584,37.75155257,California
Catalpa speciosa,-122.4416233,37.77170003,California
Quercus rubra,-122.4082963,37.74236117,California
Persea americana,-122.3972701,37.77513018,California
Fraxinus ornus,-122.4119797,37.76963088,California
Phoenix roebelenii,-122.4026022,37.79388618,California
Zelkova serrata,-122.4564313,37.77482997,California
Ilex altaclarensis,-122.5025372,37.77246012,California
Eucalyptus pulverulenta,-122.4134694,37.75833405,California
Prunus lyonii,-122.40165,37.76098859,California
Thuja plicata,-122.4408269,37.79190923,California
Styphnolobium japonicum,-122.40364,37.75195441,California
Prunus laurocerasus,-122.4679532,37.71774518,California
Cussonia spicata,-122.422718,37.7479895,California
Griselinia lucida,-122.3898845,37.72093945,California
Archontophoenix cunninghamiana,-122.4157662,37.79278027,California
Ligustrum,-122.4749338,37.71823368,California
New York,-122.4376677,37.75275812,California
Araucaria araucana,-122.4961846,37.76388539,California
Eucalyptus odorata,-122.423134,37.79480613,California
Quercus tomentella,-122.4762799,37.78314522,California
Salix lasiolepis,-122.42653,37.73661622,California
Corymbia citriodora,-122.4201046,37.77011256,California
Eucalyptus saligna,-122.4270092,37.73569018,California
Quercus coccinea,-122.3881226,37.73987498,California
Xylosma congestum,-122.4082925,37.74361358,California
Pseudotsuga menziesii,-122.495086,37.77336432,California
Robinia pseudoacacia,-122.4050671,37.80289625,California
Aloe barberae,-122.4010201,37.75196122,California
Juglans hindsii,-122.3922834,37.7327995,California
Cornus florida,-122.4421425,37.79583058,California
Rhus lancea,-122.4736769,37.77764453,California
Bambusa,-122.428808,37.73532921,California
Prunus armeniaca,-122.4053544,37.76217053,California
Aesculus californica,-122.4723881,37.74888755,California
Eucalyptus cinerea,-122.427588,37.78342681,California
Escallonia bifida,-122.3923889,37.73286668,California
Juglans regia,-122.4238067,37.75067641,California
Fortunella margarita,-122.5002518,37.77737682,California
Eucalyptus citriodora,-122.4198667,37.76913482,California
Magnolia sargentiana,-122.4347875,37.7596607,California
Celtis australis,-122.4025729,37.76483839,California
Albizia distachya,-122.3975716,37.73331603,California
Eucalyptus microtheca,-122.3932331,37.76714684,California
Yucca elephantipes,-122.38975,37.75323106,California
Fraxinus angustifolia,-122.4119509,37.75412554,California
Celtis occidentalis,-122.4496693,37.73803172,California
Chitalpa tashkentensis,-122.4001337,37.75851022,California
Quercus palustris,-122.4550676,37.7627523,California
Populus trichocarpa,-122.4688014,37.74141321,California
Chorisia speciosa,-122.41631,37.76444006,California
Casuarina stricta,-122.409306,37.77253323,California
Dypsis cabadae,-122.4225083,37.73727082,California
Ficus rubiginosa,-122.4424792,37.79629344,California
Citrus aurantifolia,-122.4471879,37.71662859,California
Brachychiton rupestris,-122.3907499,37.73852123,California
Acacia vestita,-122.3956298,37.76142445,California
Juglans nigra,-122.3930021,37.71897972,California
Punica granatum,-122.4319637,37.7362702,California
Quercus,-122.4536704,37.78359479,California
Laurus,-122.4899712,37.77369388,California
Ligustrum ovalifolium,-122.5016387,37.77493061,California
Callistemon,-122.4313581,37.74414826,California
Stenocarpus sinuatus,-122.3903452,37.73944982,California
Quercus douglasii,-122.4398555,37.72208413,California
Podocarpus henkelii,-122.3976679,37.77678986,California
Salix discolor,-122.3974696,37.73570617,California
Magnolia foggii,-122.4082351,37.7605192,California
Fraxinus velutina,-122.4109358,37.80219838,California
Platanus orientalis,-122.4051245,37.78646124,California
Acer circinatum,-122.4435793,37.80262688,California
Eucalyptus macarthuri,-122.5019995,37.75809784,California
Fremontodendron,-122.501873,37.76287704,California
Acacia dealbata,-122.5047522,37.77290493,California
Garrya elliptica,-122.4114601,37.71403198,California
Viburnum odoratissimum,-122.4004149,37.72243424,California
Sophora japonica,-122.3907964,37.77239234,California
Ficus laureola,-122.4469461,37.79610729,California
Chamaecyparis lawsoniana,-122.4443128,37.79824355,California
Quillaja saponaria,-122.4038915,37.80240627,California
Schefflera,-122.4101657,37.77159676,California
Musa,-122.406434,37.72364431,California
Acer pseudoplatanus,-122.3978409,37.75728429,California
Paulownia fortunei,-122.4436028,37.73515099,California
Populus canadensis,-122.3900316,37.78846254,California
Juglans californica,-122.4216717,37.7553228,California
Diospyros kaki,-122.4264635,37.73691455,California
Cercocarpus betuloides,-122.4261225,37.73632875,California
Citrus meyeri,-122.4296935,37.76361931,California
Acer negundo,-122.4641075,37.76319727,California
Sambucus mexicana,-122.4014499,37.76099863,California
Morus rubra,-122.4363799,37.74628045,California
ÃƒÆ’Ã†â€™ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬ÂChiranthofremontia lenzii,-122.422569,37.748056,California
Phoenix,-122.4254068,37.75442864,California
Corynocarpus laevigata,-122.4672201,37.77821391,California
Juniperus silicicola,-122.4888322,37.77541045,California
Callistemon salignus,-122.4313959,37.74414608,California
Quercus wislizenii,-122.4398555,37.72208413,California
Psidium guajava,-122.4182743,37.79841181,California
Prunus amygdalus,-122.4182404,37.75062459,California
Jubaea chilensis,-122.4113528,37.76339126,California
Mangifera indica,-122.3912426,37.75351583,California
Brahea armata,-122.4118803,37.76300022,California
Leptospermum petersonii,-122.4096215,37.74645388,California
Tilia,-122.4524577,37.78296598,California
Rhopalostylis baueri,-122.3990256,37.75956502,California
Betula nigra,-122.4411357,37.7330345,California
Eucalyptus longifolia,-122.4942005,37.74036215,California
Sapium sebiferum,-122.413582,37.76548447,California
Yucca,-122.4737429,37.76252624,California
Torreya californica,-122.3937765,37.75275037,California
Citrus limon,-122.4310549,37.76407855,California
Rhamnus californica,-122.3760028,37.7292554,California
Pyrus pyrifolia,-122.3856133,37.71961576,California
Abutilon hybridum,-122.4073495,37.72925107,California
Prunus lusitanica,-122.4711385,37.78651123,California
Juglans,-122.4324589,37.75870014,California
Leucadendron argenteum,-122.4742644,37.75169671,California
Magnolia alba,-122.4253231,37.76713036,California
Aesculus,-122.3987783,37.75744172,California
Acer campestre,-122.4464899,37.76815188,California
Myrica californica,-122.3999486,37.75869046,California
Erythrina caffra,-122.3990467,37.75972703,California
Euphorbia ingens,-122.396398,37.75746862,California
Metrosideros,-122.4881124,37.77621073,California
Brahea brandegeei,-122.4694504,37.776594,California
Populus alba,-122.4469412,37.72898891,California
Taxodium distichum,-122.4521037,37.78925216,California
Arctostaphylos manzanita,-122.3965225,37.75743974,California
Chiranthodendron pentadactylon,-122.4228847,37.74805733,California
Fraxinus holotricha,-122.420177,37.74284653,California
Ailanthus altissima,-122.388031,37.76419616,California
Hypelate trifoliata,-122.3866754,37.73923691,California
Eucalyptus torquata,-122.467516,37.78216841,California
Cedrela fissilis,-122.4227523,37.76434004,California
Cycas revoluta,-122.432941,37.75464215,California
Brachychiton discolor,-122.4038991,37.76091302,California
Tecoma stans,-122.4425697,37.71558962,California
Auranticarpa rhombifolia,-122.470034,37.75416527,California
Ulmus glabra,-122.461163,37.74669977,California
Styrax japonicus,-122.4187206,37.73738113,California
Macadamia tetraphylla,-122.3914383,37.7617148,California
Cercidiphyllum japonicum,-122.430766,37.73152582,California
Persea borbonia,-122.4288737,37.80058502,California
Melia azedarach,-122.4217324,37.76002085,California
Ulmus procera,-122.4443945,37.73297948,California
Cedrus libani,-122.4487535,37.74014458,California
Chionanthus retusa,-122.462061,37.74135188,California
Rhus typhina,-122.3991723,37.75479587,California
Populus deltoides,-122.4329407,37.74407035,California
Radermachera sinica,-122.4245001,37.75516519,California
Corylus colurna,-122.391278,37.76169335,California
Citrus hystrix,-122.4668742,37.73143941,California
Chamaecyparis obtusa,-122.45376,37.78871519,California
Geijera,-122.4112172,37.7559625,California
Juniperus californica,-122.446256,37.75115689,California
Livistona chinensis,-122.4114301,37.76397295,California
Lagerstroemia,-122.442146,37.75905953,California
Malus sylvestris,-122.3856061,37.73035611,California
Sambucus,-122.4180211,37.75060028,California
Ceanothus thyrsiflorus,-122.4714595,37.74910928,California
Acacia iteaphylla,-122.3935954,37.7601125,California
Crinodendron patagua,-122.4236241,37.78738067,California
Pinus strobus,-122.4769105,37.76348688,California
Cornus nuttallii,-122.4688459,37.73168026,California
Ilex opaca,-122.4041733,37.8019557,California
Arbutus menziesii,-122.4491609,37.76766603,California
Quercus engelmannii,-122.3910378,37.76171212,California
Leptospermum J.,-122.3941648,37.76782785,California
Meryta sinclairii,-122.4446895,37.79505006,California
Prunus sargentii,-122.4939619,37.75638354,California
Archontophoenix myolensis,-122.4449984,37.733895,California
Acer saccharum,-122.4378592,37.79305681,California
Sorbus aucuparia,-122.4346913,37.75596766,California
Schinus polygamus,-122.4227913,37.74808861,California
Pinus torreyana,-122.4822081,37.76069534,California
Prunus campanulata,-122.4676239,37.77886205,California
Platanus occidentalis,-122.4292493,37.74625513,California
Acer paxii,-122.4666742,37.78548487,California
Juniperus scopulorum,-122.5008548,37.74741533,California
Melaleuca leucadendron,-122.4171659,37.75186996,California
Ziziphus jujuba,-122.4085778,37.75746255,California
Phoenix rupicola,-122.425718,37.75771324,California
Liquidambar formosana,-122.4316655,37.76683446,California
Paulownia tomentosa,-122.4679637,37.7162155,California
Acer ginnala,-122.429627,37.75240488,California
Pseudopanax lessonii,-122.4488137,37.78834437,California
Eucalyptus simmondsii,-122.4217026,37.7882264,California
Lithocarpus densiflorus,-122.4780405,37.78008719,California
Acer tegmentosum,-122.4042085,37.76264916,California
Pinus pinaster,-122.4942247,37.73677403,California
Dypsis decaryi,-122.4329407,37.76142329,California
Angophora,-122.4849905,37.78490049,California
Acer platanoides,-122.3963141,37.75928044,California
Castanea dentata,-122.4151273,37.75399626,California
Wodyetia bifurcata,-122.407125,37.75034335,California
Carya illinoensis,-122.4008539,37.75983719,California
Pinus sylvestris,-122.4938748,37.77381642,California
Jacaranda mimosifolia,-117.628604,34.077823,California
Tristaniopsis Brongn.,-117.624957,34.077583,California
Lagerstroemia indica,-117.622593,34.077578,California
Tabebuia impetiginosa,-117.622328,34.07758,California
Cinnamomum camphora,-117.61607,34.077541,California
Pyrus calleryana,-117.613608,34.077679,California
Platanus acerifolia,-117.612101,34.077515,California
Washingtonia robusta,-117.617077,34.077698,California
Syagrus romanzoffiana,-117.617077,34.077698,California
Chorisia speciosa,-117.617077,34.077698,California
Fraxinus uhdei,-117.61729,34.077625,California
Calocedrus decurrens,-117.626352,34.081941,California
Eriobotrya japonica,-117.626352,34.081941,California
Brachychiton populneus,-117.62406,34.081939,California
Chitalpa tashkentensis,-117.623919,34.081939,California
Liquidambar styraciflua,-117.623751,34.081939,California
"Ficus RÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â¶ding,",-117.623415,34.081939,California
Cupaniopsis anacardioides,-117.623331,34.081939,California
Liriodendron tulipifera,-117.623331,34.081939,California
Schinus terebinthifolius,-117.624038,34.082089,California
Acer saccharinum,-117.624986,34.08209,California
Ulmus parvifolia,-117.626534,34.082662,California
Cassia leptophylla,-117.624161,34.082655,California
Prunus domestica,-117.623558,34.082662,California
Cupressus sempervirens,-117.623558,34.082662,California
Leucaena leucocephala,-117.623558,34.082662,California
Platycladus orientalis,-117.623558,34.082662,California
Pittosporum undulatum,-117.6214073,34.0383137,California
Pinus pinea,-117.6214073,34.0383137,California
Quercus agrifolia,-117.623421,34.082812,California
Morus alba,-117.623421,34.082812,California
Fraxinus velutina,-117.623916,34.082808,California
Pinus canariensis,-117.623916,34.082808,California
Koelreuteria bipinnata,-117.624214,34.08136,California
Koelreuteria paniculata,-117.624214,34.08136,California
Pyrus kawakamii,-117.619859,34.0812712,California
Callistemon viminalis,-117.617229,34.078458,California
Hymenosporum flavum,-117.616036,34.080283,California
Melia azedarach,-117.6292783,34.0798071,California
Celtis sinensis,-117.618831,34.08027,California
Prunus caroliniana,-117.617404,34.080436,California
Ligustrum lucidum,-117.617527,34.080436,California
Pistacia chinensis,-117.618095,34.081355,California
Rhus lancea,-117.6292783,34.0798071,California
Tabebuia chrysotricha,-117.6292783,34.0798071,California
Prunus cerasifera,-117.6292783,34.0798071,California
Pinus thunbergiana,-117.615239,34.080728,California
Albizia julibrissin,-117.615,34.080727,California
Archontophoenix cunninghamiana,-117.614614,34.080725,California
Callistemon citrinus,-117.614537,34.080724,California
Eucalyptus polyanthemos,-117.614253,34.080873,California
Ulmus pumila,-117.614484,34.080874,California
Ailanthus altissima,-117.615595,34.080863,California
Citrus limon,-117.614827,34.083408,California
Pinus eldarica,-117.611931,34.083989,California
Sophora japonica,-117.6119,34.083682,California
Citrus paradisi,-117.613618,34.08355,California
Cercis canadensis,-117.613923,34.083861,California
Bauhinia variegata,-117.615012,34.084024,California
Citrus sinensis,-117.615033,34.083691,California
Prosopis chilensis,-117.65089,34.06334,California
Pithecellobium dulce,-117.65089,34.06334,California
Magnolia grandiflora,-117.65089,34.06334,California
Washingtonia filifera,-117.65089,34.06334,California
Trachycarpus fortunei,-117.65089,34.06334,California
Phoenix canariensis,-117.61555,34.083483,California
Platanus racemosa,-117.615321,34.083408,California
Quercus rubra,-117.615265,34.083408,California
Punica granatum,-117.65089,34.06334,California
Pinus halepensis,-117.612203,34.081891,California
Tipuana tipu,-117.6398272,34.0288207,California
Pittosporum rhombifolium,-117.637821,34.035512,California
Lithocarpus edulis,-117.65089,34.06334,California
Plumeria rubra,-117.6370991,34.0230794,California
Gleditsia triacanthos,-117.636344,34.033029,California
Ficus benjamina,-117.615378,34.032831,California
Persea americana,-117.615378,34.032831,California
Rhaphiolepis,-117.6370991,34.0230794,California
Ginkgo biloba,-117.6851152,34.0336582,California
Alnus rhombifolia,-117.6319834,34.0764233,California
Eucalyptus leucoxylon,-117.6319834,34.0764233,California
Schinus molle,-117.6319834,34.0764233,California
Eucalyptus sideroxylon,-117.6851152,34.0336582,California
Grevillea robusta,-117.6507467,34.0080157,California
Chionanthus retusus,-117.644814,34.026687,California
Nerium oleander,-117.649703,34.024267,California
Eucalyptus camaldulensis,-117.6511257,34.0261676,California
Phoenix roebelenii,-117.642184,34.028899,California
Pyrus pyrifolia,-117.65089,34.06334,California
Citrus,-117.5933029,34.0252856,California
Quercus ilex,-117.5933029,34.0252856,California
Podocarpus gracilior,-117.5933029,34.0252856,California
Ravenea rivularis,-117.6430737,34.0243669,California
Ficus,-117.6420098,34.0240212,California
Phoenix sylvestris,-117.647329,34.023684,California
Salix babylonica,-117.5933029,34.0252856,California
Juglans,-117.636352,34.029213,California
Cupressocyparis leylandii,-117.65117,34.09418,California
Geijera parviflora,-117.65089,34.06334,California
Melaleuca quinquenervia,-117.607119,34.0841007,California
Brahea edulis,-117.65089,34.06334,California
Araucaria heterophylla,-117.65089,34.06334,California
Yucca gloriosa,-117.6098208,34.083163,California
Acer palmatum,-117.609612,34.08349,California
Ceratonia siliqua,-117.606417,34.0459847,California
Juniperus chinensis,-104.752656,41.156695,California
Syzygium paniculatum,-117.6083287,34.0876571,California
Eucalyptus globulus,-117.6319834,34.0764233,California
Maytenus boaria,-117.6285722,34.0834055,California
Eucalyptus citriodora,-117.5710091,34.0190637,California
Agonis flexuosa,-117.630243,34.023411,California
Quercus macrocarpa,-117.6348886,34.0242192,California
Cedrus deodara,-117.5710091,34.0190637,California
Erythrina caffra,-117.6370991,34.0230794,California
Michelia champaca,-117.6370991,34.0230794,California
Sapium sebiferum,-117.6231459,34.0227069,California
Betula,-117.65089,34.06334,California
Brachychiton discolor,-117.631114,34.028825,California
Luma apiculata,-117.631112,34.028706,California
Sequoia sempervirens,-117.624074,34.044867,California
Photinia fraseri,-117.5818399,34.0133576,California
Ficus rubiginosa,-117.5838647,34.0168071,California
Betula pendula,-104.752656,41.156695,California
Ficus elastica,-117.5827746,34.0168033,California
Melaleuca linariifolia,-117.5882744,34.0151685,California
Phoenix dactylifera,-117.65089,34.06334,California
Eucalyptus rudis,-117.5580691,34.0637451,California
Zelkova serrata,-117.5693133,34.0165421,California
Eriobotrya deflexa,-117.650854,34.058977,California
Podocarpus henkelii,-117.650854,34.058977,California
Quercus virginiana,-117.5414066,34.069885,California
Eucalyptus cladocalyx,-117.65089,34.06334,California
Fraxinus oxycarpa,-117.65089,34.06334,California
Stenocarpus sinuatus,-117.6117784,34.0727587,California
Broussonetia papyrifera,-117.635655,34.077874,California
Carya illinoensis,-117.638839,34.085303,California
Catalpa speciosa,-117.65089,34.06334,California
Acacia baileyana,-117.665902,34.080693,California
Populus fremontii,-117.637713,34.080613,California
Magnolia soulangiana,-117.65089,34.06334,California
Salix laevigata,-117.648149,34.081497,California
Prunus persica,-117.648406,34.08528,California
Olea europaea,-117.648291,34.078003,California
Prunus blireiana,-117.648506,34.078929,California
Acacia melanoxylon,-117.6292783,34.0798071,California
Heteromeles arbutifolia,-117.6292783,34.0798071,California
Prunus ilicifolia,-117.6292783,34.0798071,California
Pinus radiata,-117.646074,34.081498,California
Maclura pomifera,-117.646074,34.081498,California
Xylosma congestum,-117.643364,34.083327,California
Eucalyptus maculata,-117.6454674,33.9921292,California
Erythrina,-117.621767,34.074464,California
Pittosporum viridiflorum,-117.6054187,34.0580376,California
Juglans regia,-117.599934,34.070301,California
Robinia pseudoacacia,-117.6547161,34.0578913,California
Diospyros kaki,-117.6458909,34.0671161,California
Acer negundo,-117.6535397,34.0573543,California
Bauhinia blakeana,-117.6440981,34.0651407,California
Brachychiton acerifolius,-117.6442088,34.0651412,California
Prunus amygdalus,-117.642519,34.063727,California
Butia capitata,-117.6435184,34.067129,California
Prunus armeniaca,-117.6483913,34.0573681,California
Malus sylvestris,-117.647778,34.022895,California
Ficus carica,-117.647778,34.022895,California
Carya,-117.646972,34.06833,California
Acer macrophyllum,-117.6108909,34.0551599,California
Ficus macrophylla,-117.679424,34.056041,California
Eucalyptus viminalis,-117.6699725,34.0617038,California
Eucalyptus ficifolia,-117.6699725,34.0617038,California
Parkinsonia aculeata,-117.660583,34.055419,California
Schinus polygamus,-117.66443,34.055971,California
Casuarina cunninghamiana,-117.657127,34.056742,California
Psidium guajava,-117.653626,34.058903,California
Podocarpus nagi,-117.65487,34.058896,California
Pinus brutia,-117.6507467,34.0080157,California
Hibiscus syriacus,-117.624074,34.044867,California
Casimiroa edulis,-117.652391,34.056906,California
Quercus suber,-117.6454674,33.9921292,California
Ligustrum japonicum,-117.654889,34.058896,California
Chamaerops humilis,-117.671919,34.049451,California
Eucalyptus torquata,-117.689481,34.049416,California
Paulownia tomentosa,-117.689481,34.049416,California
Juglans hindsii,-117.689481,34.049416,California
Taxodium distichum,-117.654601,34.052444,California
Prunus avium,-117.6851152,34.0336582,California
Jubaea chilensis,-117.6589358,34.0299288,California
Acer buergerianum,-117.5948038,34.037416,California
Eucalyptus nicholii,-117.641124,34.085298,California
Acer rubrum,-117.65089,34.06334,California
Thevetia peruviana,-117.6292783,34.0798071,California
Pinus edulis,-117.65117,34.09418,California
Senna corymbosa,-117.65089,34.06334,California
Acacia cultriformis,-117.630064,34.0742663,California
Araucaria columnaris,-117.6305157,34.0707813,California
Acer platanoides,-117.6348743,34.0744243,California
Sambucus caerulea,-117.6334044,34.074262,California
Quercus engelmannii,-117.6398773,34.0742436,California
Podocarpus macrophyllus,-117.607228,34.021766,California
Quercus lobata,-117.607191,34.025962,California
Pinus ponderosa,-117.5714623,34.0415634,California
Cocculus laurifolius,-117.5714623,34.0415634,California
Sequoiadendron giganteum,-117.5714623,34.0415634,California
Pittosporum tobira,-117.5714623,34.0415634,California
Araucaria bidwillii,-117.5714623,34.0415634,California
Pinus nigra,-117.5966905,34.0765374,California
Pinus roxburghii,-117.5966905,34.0765374,California
Castanea mollissima,-117.5714623,34.0415634,California
Ulmus americana,-117.650854,34.058977,California
Euonymus japonica,-117.650854,34.058977,California
Celtis australis,-117.650854,34.058977,California
Myrtus communis,-117.650854,34.058977,California
Salix lasiolepis,-117.5535638,34.0699184,California
Melaleuca nesophila,-117.5757937,34.0379071,California
Juglans nigra,-117.6436378,34.0742374,California
Metrosideros excelsa,-117.6523742,34.0578849,California
Malus,-117.675821,34.067616,California
Ilex altaclarensis,-117.638125,34.06819,California
Eucalyptus,-117.65089,34.06334,California
Beaucarnea stricta,-117.65089,34.06334,California
Acacia decurrens,-117.630224,34.047955,California
Acacia,-117.65089,34.06334,California
Calodendrum capense,-117.650854,34.058977,California
Celtis,-117.64003,34.065792,California
Populus canadensis,-117.6319834,34.0764233,California
Euphorbia tirucalli,-117.6413862,34.0504901,California
Arbutus unedo,-117.5892189,34.023068,California
Musa,-117.673761,34.048797,California
Prosopis glandulosa,-117.541686,34.040659,California
Macadamia integrifolia,-117.6277536,34.0211767,California
Howea forsteriana,-117.6277536,34.0211767,California
Cupressus glabra,-117.6089429,34.0903607,California
Tristaniopsis laurina,-117.65089,34.06334,California
Cycas revoluta,-117.6808171,34.0654489,California
Prunus serrulata,-117.677465,34.08432,California
Laurus nobilis,-117.629465,34.081659,California
Arbutus L.,-117.629465,34.081659,California
Beaucarnea recurvata,-117.65089,34.06334,California
Erythrina coralloides,-117.6506359,34.0752932,California
Catalpa,-117.6054187,34.0580376,California
Ulmus americana,-76.70568456,39.37045186,Maryland
Sassafras albidum,-76.70576587,39.37034711,Maryland
Acer rubrum,-76.70419619,39.36213277,Maryland
Acer freemanii,-76.70382897,39.36206055,Maryland
Quercus rubra,-76.70835437,39.3621621,Maryland
Tilia americana,-76.70814776,39.36216514,Maryland
Thuja,-76.7048605,39.36313629,Maryland
Fraxinus pennsylvanica,-76.70683624,39.36223166,Maryland
Platanus occidentalis,-76.70282605,39.37141143,Maryland
Cercis canadensis,-76.70505693,39.37173573,Maryland
Acer platanoides,-76.7055513,39.36891796,Maryland
Fraxinus americana,-76.70962155,39.36445823,Maryland
Liriodendron tulipifera,-76.70993774,39.36465173,Maryland
Acer tataricum,-76.7027208,39.36499393,Maryland
Quercus palustris,-76.70578035,39.37037144,Maryland
Morus alba,-76.70217174,39.36616352,Maryland
Platanus acerifolia,-76.70712357,39.36323802,Maryland
Quercus acutissima,-76.70827084,39.36316801,Maryland
Acer palmatum,-76.70203806,39.36164561,Maryland
Gleditsia triacanthos,-76.7062824,39.36326579,Maryland
Tilia cordata,-76.7085253,39.36525665,Maryland
Tilia tomentosa,-76.7078201,39.36578999,Maryland
Acer saccharinum,-76.70044033,39.37067279,Maryland
Ulmus pumila,-76.70571659,39.36903839,Maryland
Quercus phellos,-76.70354316,39.37165112,Maryland
Acer saccharum,-76.70191182,39.37168637,Maryland
Cladrastis kentukea,-76.69844876,39.37172961,Maryland
Prunus serrulata,-76.69804534,39.3717459,Maryland
Tsuga canadensis,-76.70210854,39.36591025,Maryland
Quercus alba,-76.70315722,39.36692997,Maryland
Prunus,-76.70849621,39.37165203,Maryland
Pinus strobus,-76.7080172,39.37125537,Maryland
Pyrus calleryana,-76.70167712,39.37160791,Maryland
Liquidambar styraciflua,-76.70321006,39.36441175,Maryland
Picea abies,-76.70021136,39.36795678,Maryland
Crataegus viridis,-76.69185651,39.36352864,Maryland
Diospyros virginiana,-76.68698693,39.35742747,Maryland
Picea pungens,-76.69444202,39.36204539,Maryland
Juniperus,-76.68776935,39.36317513,Maryland
Pinus nigra,-76.69449669,39.36211007,Maryland
Poncirus trifoliata,-76.69309285,39.36505517,Maryland
Carya cordiformis,-76.69360526,39.36378241,Maryland
Ailanthus altissima,-76.70593293,39.3590558,Maryland
Nyssa sylvatica,-76.70727242,39.36562226,Maryland
Thuja occidentalis,-76.70697219,39.36543302,Maryland
Ulmus rubra,-76.70813084,39.36417183,Maryland
Malus,-76.67270291,39.35908472,Maryland
Morus rubra,-76.70725835,39.35946345,Maryland
Zelkova serrata,-76.67735748,39.36197421,Maryland
Carpinus caroliniana,-76.68742103,39.3573195,Maryland
Ficus carica,-76.68758722,39.35804655,Maryland
Acer negundo,-76.6830339,39.36202939,Maryland
Pinus mugo,-76.69297066,39.36491252,Maryland
Magnolia soulangiana,-76.69381204,39.36360895,Maryland
Lagerstroemia indica,-76.69344649,39.36400623,Maryland
Carya glabra,-76.69380444,39.36356338,Maryland
Aesculus carnea,-76.69714003,39.36207712,Maryland
Taxus,-76.69767623,39.36187768,Maryland
Metasequoia glyptostroboides,-76.69319455,39.36483387,Maryland
Quercus bicolor,-76.69370224,39.36365856,Maryland
Chamaecyparis pisifera,-76.69640799,39.3626722,Maryland
Cornus florida,-76.69302295,39.36488054,Maryland
Syringa vulgaris,-76.69306147,39.36516543,Maryland
Juglans nigra,-76.69995322,39.36009462,Maryland
Celtis occidentalis,-76.69955043,39.35703463,Maryland
Acer pseudoplatanus,-76.68904078,39.35523377,Maryland
Cornus kousa,-76.68260911,39.35875554,Maryland
Prunus serotina,-76.68517731,39.35742355,Maryland
Ulmus,-76.70246485,39.36170514,Maryland
Juniperus virginiana,-76.68599113,39.35785579,Maryland
Prunus yedoensis,-76.69399367,39.36166284,Maryland
Juniperus chinensis,-76.6918104,39.36213941,Maryland
Styphnolobium japonicum,-76.69037909,39.36330758,Maryland
Platycladus orientalis,-76.69112351,39.36245695,Maryland
Salix discolor,-76.68582649,39.36014934,Maryland
Fraxinus excelsior,-76.6867246,39.35954094,Maryland
Malus pumila,-76.70051084,39.36188302,Maryland
Ulmus parvifolia,-76.70553543,39.35914435,Maryland
Cupressocyparis leylandii,-76.69770903,39.36184533,Maryland
Syringa reticulata,-76.69036395,39.35886063,Maryland
Magnolia grandiflora,-76.69853715,39.36837002,Maryland
Pinus sylvestris,-76.68944444,39.3579025,Maryland
Koelreuteria paniculata,-76.67250194,39.3575939,Maryland
Robinia pseudoacacia,-76.68896952,39.35077693,Maryland
Fraxinus,-76.68943917,39.35309451,Maryland
Photinia,-76.69075008,39.35295428,Maryland
Amelanchier,-76.70669362,39.35963522,Maryland
Amelanchier laevis,-76.70627146,39.35930198,Maryland
Quercus macrocarpa,-76.69605625,39.36859419,Maryland
Betula nigra,-76.70737224,39.36569558,Maryland
Quercus prinus,-76.7068667,39.36517188,Maryland
Picea glauca,-76.70097493,39.36566406,Maryland
Phellodendron amurense,-76.69561702,39.36916306,Maryland
Pseudotsuga menziesii,-76.66558539,39.35288605,Maryland
Tilia euchlora,-76.69221381,39.36070023,Maryland
Ilex cornuta,-76.69070849,39.36003537,Maryland
Ostrya virginiana,-76.69040473,39.36075243,Maryland
Quercus shumardii,-76.66453417,39.35257661,Maryland
Acer campestre,-76.67678161,39.35787382,Maryland
Ginkgo biloba,-76.66276676,39.351044,Maryland
Pinus virginiana,-76.69535808,39.35137345,Maryland
Viburnum,-76.69275891,39.34529148,Maryland
Populus balsamifera,-76.69556859,39.34274204,Maryland
Amelanchier canadensis,-76.69309736,39.34490806,Maryland
Magnolia stellata,-76.69304032,39.34496762,Maryland
